,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
742,Don't think by throwing a few crumbs to the people they will vote Tory Even the 6.6 % living wage rise is not great as the treasury will claw that back in other ways He's cheated the pensioners abolishing the triple lock and allowed 1000s of illegal asylum seeker to enter the UK,State Pension,4.601504352,3.093811387,0.050405903,neutral,2021-10-27,Reposts,0,0,0,0,Female,3010
701,"Policymakers have increased their focus on improving health equity. But are federal pay4performance (P4P) programs helping or hurting? In ,, we examine how hospitals that care for a higher % of Black adults fare in these programs. , (THREAD) ,",Mental Health,6.366649079,2.307992848,0.668121444,positive,2021-03-24,Reposts,0,0,0,0,Unknown,27183
724,", , I live in an 11+ area. It's a divisive system.Teachers aren't allowed to teach or talk about it so the ""poor"" kids don't benefit from tuition or preparation for a test which is difficult to navigate. It benefits well off kids who's parents pay for tuition in their earlier years.",Government Support,3.638085188,4.031184168,-0.449176265,negative,2020-11-12,Reposts,0,0,0,0,Male,219130
696,"I’m good thanks James and standing up for lower paid British workers who suffered downward real wage pressure over last decade, due to EU freedom of movement, now in position to demand pay rises. Big business had a bonanza of cheap labour, now it’s time to pay up.",Pay Rises,3.183324539,1.153996424,0.668121444,neutral,2021-08-30,Reposts,0,0,0,0,Female,1009
725,"People’s incomes are being squeezed by high energy bills, unaffordable rents, and through job losses in regions like mine. To cut support to our poorest communities, many working long hours on low pay, is callous and cruel. The , don’t give a damn about workers. ,",Long Hours,1.863768857,5.743190153,-1.471987717,negative,2021-09-28,Reposts,0,0,0,0,Unknown,67333
726,So I welcome this overdue reform. No one likes tax rises. But a 1.25% levy on NI and dividends seems a fair way to spread the load. And it’s a small price to pay for the peace of mind of knowing you won’t have to sell your home should you or loved ones ever need socialcare. 3/,Pay Rises,3.163527469,2.141869422,0.043435093,neutral,2021-09-08,Reposts,0,0,0,0,Unknown,26218
695,The Tories insist somebody must pay to balance the books. So be it. The poor have been gouged for too long. It is time for the rich to pay. They can well afford to pay a hefty wealth tax to balance the books and reduce poverty and inequality. Very hefty. RT if you agree,Rich People,2.750712053,2.150992707,-0.100643244,neutral,2021-08-28,Reposts,0,0,0,0,Male,8646
694,NHS Scotland staff have received a 4% pay rise on top of a £500 bonus NHS England received a1% rise which is not a real rise when inflation is taken into consideration It is time the UK Gov offered more than clapping of hands and offered a decent wage to NHS English staff,Public Sector Pay,5.093319263,2.212596787,0.4871893,positive,2021-03-25,Reposts,0,0,0,0,Unknown,14690
727,", I was told a long while ago, that being right doesn't help. We know we are right in lots of things, but we still end up paying the price. We always have and we always will. The poor pay for the mistakes of the rich.",Rich People,3.075443762,3.491325888,-0.473405961,negative,2021-05-27,Reposts,0,0,0,0,Unknown,20644
729,"In politics, once people get a bad impression of you, it can be hard to turn around. Bad impressions stick. But FWIW, paying attention to his public statements in the last week or two, it does feel like there's been a step change in Team Starmer. Recovery is possible.",Public Sector Pay,2.517891424,2.609959456,-0.382486462,negative,2021-07-19,Reposts,0,0,0,0,Female,14046
741,", , Terrifying isn’t it. Supposing one is living on a terribly low income and every penny is going on bills/food to survive. Those poor people won’t be able to afford it. My heart sinks, it really does.",Cost of Living,4.797701254,1.277755617,0.976458193,positive,2021-09-19,Reposts,0,0,0,0,Female,3261
700,", , , , , , @_wearepossible , , In many respects hybrids are yet another scam to permit the ongoing sale of huge/powerful SUVs & other prestige cars. Slick advertising to justify the unjustifiable, with yet again poor climate vulnerable communities paying the real cost. , , ,",Cost of Living,5.834025003,1.277755617,1.172028452,positive,2021-01-30,Reposts,0,0,0,0,Male,48724
0,"During the pandemic government workers have delivered vital public services, keeping us safe and secure. After ten years where the real value of pay has fallen, many face hardship. It's time to give them a fair pay rise add your support 👇 , ,",Poor Pay,7.170060252,1.118036165,1.511766746,positive,2020-11-22,Reposts,0,0,0,0,Unknown,45747
746,"Workers across the country have put their lives on the line during the pandemic, but fire and rehire allows bad bosses to intimidate them into accepting worse pay and conditions. That’s why I'll be backing the Bill to StopFireAndRehire today. ,",Poor Pay,3.469856771,5.219918911,-0.754942141,negative,2021-10-22,Reposts,0,0,0,0,Male,2233
937,A reminder: People on low pay can’t afford to selfisolate. People on low pay can’t afford to get tested in case they then can’t work. The government must put proper support in place if we’re really going to get out of this mess.,Poor People,4.756603815,1.277755617,0.967855224,positive,2021-02-22,Reposts,0,0,0,0,Unknown,5133
938,It won’t be tax on the super wealthy in the budget but rather ordinary people who will be forced to pay for Covid and Brexit. The words of G.K. Chesterton seem apt: The poor have sometimes objected to being governed badly. The rich have always objected to being governed at all.,Rich People,2.765692463,3.837045127,-0.67398512,negative,2021-02-28,Reposts,0,0,0,0,Unknown,3830
939,"When we uplift other people, we uplift ourselves. Your pay is not a direct reflection of your labor. It's just not. Saying your wages are degraded by uplifting someone else to livable standards is selfish and unfair and misses the mark. 4/5",Income Tax,2.132700223,4.316675767,-1.051670311,negative,2021-01-17,Reposts,0,0,0,0,Female,11698
940,"A record 2.5m food parcels were given out to people in crisis by the UK’s biggest food bank charity during the first year of the pandemic as lowincome families experienced what it called “historic” levels of need ,",Low Income Families,5.093319263,3.590693009,0.00301092,neutral,2021-04-23,Reposts,0,0,0,0,Unknown,3155
941,"There is nothing benevolent about lockdowns. They are malevolent by design, destroying independent incomes, impoverishing the poor and minorities, and enriching the wealthy who design and support them. They are the antithesis of public health.",Mental Health,3.638085188,5.223685162,-0.708319217,negative,2021-02-20,Reposts,0,0,0,0,Male,3056
942,"The incomes of the poorest families in Britain who have been hit hardest by the Covid19 crisis will be cut by five per cent overnight after planned £20 a week cut to Universal Credit goes ahead this October. This is a bad decision being made at a bad time. ,",Government Support,3.412320356,5.277455326,-0.78262511,negative,2021-07-10,Reposts,0,0,0,0,Male,6488
936,"UK govt tax giveaway fails to spur economic recovery. Two key failures lack of investment in infrastructure; reduced people's purchasing power: govt increased income tax by stealth, will cut Universal Credit, no end to zero hour contracts & insecurity. ,",Government Support,2.489123217,4.354258187,-0.905797323,negative,2021-08-13,Reposts,0,0,0,0,Male,10345
943,"Hey Congress, Explain this: In the new bill that Trump signed Sunday Employers will no longer have to provide paid sick leave to workers who get infected with COVID19. So poor people who are sick & can't afford to miss work will now work sick *AND* spread the COVID19 virus.",Statutory Sick Pay,3.272086256,4.383026394,-0.638885253,negative,2020-12-28,Reposts,0,0,0,0,Unknown,6402
945,"World's richest man doesn't want to pay more taxes is right up there with ""toddler thinks bedtime unfair"" in terms of scoops.",Income Tax,2.981429773,6.374269609,-1.106440128,negative,2021-10-28,Reposts,0,0,0,0,Male,2785
946,"The Tory punishing, unfair tax rise won’t fix social care. We have a different approach. Labour will build a care service that expands access & drives up quality: ▪️ Help people stay in their homes ▪️ Raises standards ▪️ Proper pay living wage for care staff ,",Social Care,5.916219881,2.482585843,0.521823425,positive,2021-09-12,Reposts,0,0,0,0,Male,2403
947,"Are we sure this is not an April Fool? ◉ On the day the minimum wage has been increased by a paltry 19p, it has emerged that the CEO of a Betting firm was paid the highest salary every recorded £421m ◉ £421 million! Maybe we are all April Fools to allow this to continue? ,",Minimum Wage Increase,2.437371683,3.687416069,-0.760579271,negative,2021-04-01,Reposts,0,0,0,0,Female,4375
948,"The incomes of the poorest families in Britain who have been hit hardest by the Covid crisis will be cut by five per cent overnight after planned £20 a week cut to Universal Credit goes ahead this October. This is a bad decision being made at a bad time. Here's why (THREAD) ,",Government Support,3.412320356,5.277455326,-0.78262511,negative,2021-07-07,Reposts,0,0,0,0,Unknown,3085
949,"Hearing MPs complain their salary is unliveable when they allowed universal credit to be cut by £1,000 a year – for people often also needing childcare, on a much lower salary – does not reflect well on them.",Government Support,2.478469122,4.031184168,-0.832992681,negative,2021-11-10,Reposts,0,0,0,0,Unknown,2563
